fecha,tarea,pantalla,modelo,tokens_in,tokens_out,coste_usd,intentos,minutos,ficheros,cache_hit_pct,escalado_a_humano,checks_inejecutables,resultado
2026-08-10,MSG-01,MSG-01,deepseek-v4-flash,19080,24030,0.006836,2,3.0,app/src/screens/messages/Messages.module.css;app/src/screens/messages/Messages.tsx;app/src/screens/messages/ThreadList.module.css;app/src/screens/messages/ThreadList.tsx,97.95,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,MSG-01,MSG-01,deepseek-v4-flash,18952,43778,0.012347,3,5.0,app/src/screens/messages/Messages.module.css;app/src/screens/messages/Messages.tsx;app/src/screens/messages/ThreadList.module.css;app/src/screens/messages/ThreadList.tsx,98.61,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,SRCH-01,SRCH-01,deepseek-v4-flash,62180,129606,0.040745,1,14.7,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,49.82,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,SRCH-01,SRCH-01,deepseek-v4-flash,32159,55996,0.015931,2,6.5,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,96.32,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,SRCH-01,SRCH-01,deepseek-v4-flash,64212,104147,0.029511,3,12.3,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,98.08,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,SRCH-01,SRCH-01,deepseek-v4-flash,31814,50322,0.018544,1,6.2,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,SRCH-01,SRCH-01,deepseek-v4-flash,33265,60192,0.017156,2,6.6,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,95.43,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-10,SRCH-01,SRCH-01,deepseek-v4-flash,33191,45450,0.013017,3,4.9,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,95.64,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-11,MSG-02,MSG-02,deepseek-v4-flash,62336,132499,0.041559,1,13.9,app/src/screens/messages/Thread.module.css;app/src/screens/messages/Thread.tsx;app/src/screens/messages/ThreadComposer.module.css;app/src/screens/messages/ThreadComposer.tsx;app/src/screens/messages/ThreadHeader.module.css;app/src/screens/messages/ThreadHeader.tsx;app/src/screens/messages/ThreadHistory.module.css;app/src/screens/messages/ThreadHistory.tsx,49.90,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-11,MSG-02,MSG-02,deepseek-v4-flash,32270,45867,0.013093,2,4.3,app/src/screens/messages/Thread.module.css;app/src/screens/messages/Thread.tsx;app/src/screens/messages/ThreadComposer.module.css;app/src/screens/messages/ThreadComposer.tsx;app/src/screens/messages/ThreadHeader.module.css;app/src/screens/messages/ThreadHeader.tsx;app/src/screens/messages/ThreadHistory.module.css;app/src/screens/messages/ThreadHistory.tsx,96.39,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-11,MSG-02,MSG-02,deepseek-v4-flash,32671,44409,0.012741,3,4.6,app/src/screens/messages/Thread.module.css;app/src/screens/messages/Thread.tsx;app/src/screens/messages/ThreadComposer.module.css;app/src/screens/messages/ThreadComposer.tsx;app/src/screens/messages/ThreadHeader.module.css;app/src/screens/messages/ThreadHeader.tsx;app/src/screens/messages/ThreadHistory.module.css;app/src/screens/messages/ThreadHistory.tsx,95.20,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-12,VND-01,VND-01,deepseek-v4-flash,27250,34674,0.013524,1,3.3,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-12,VND-01,VND-01,deepseek-v4-flash,28294,39163,0.011204,2,4.2,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,95.91,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-12,VND-01,VND-01,deepseek-v4-flash,28223,4964,0.001618,3,0.4,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,96.15,si,-,ESCALADO 1/4 (verde: C4 / rojo: C1;C2;C3). C5 lo da el PO
2026-08-12,VND-01,VND-01,deepseek-v4-flash,27359,45861,0.012931,1,4.6,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,99.65,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-12,VND-01,VND-01,deepseek-v4-flash,32652,14361,0.004852,2,1.4,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,83.50,no,-,PASA 4/4 (verde: C1;C2;C3;C4 / rojo: -). C5 lo da el PO
2026-08-12,LOGIN-01,LOGIN-01,deepseek-v4-flash,8047,27392,0.008796,1,2.9,app/src/screens/Login.module.css;app/src/screens/Login.tsx,0.00,no,-,PASA 4/4 (verde: C1;C2;C3;C4 / rojo: -). C5 lo da el PO
2026-08-12,PANEL-01,PANEL-01,deepseek-v4-flash,21239,28165,0.010860,1,4.0,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-12,PANEL-01,PANEL-01,deepseek-v4-flash,24804,30345,0.009071,2,4.2,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,85.15,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-12,PANEL-01,PANEL-01,deepseek-v4-flash,25171,34742,0.010354,3,4.4,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,83.91,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,PANEL-01,PANEL-01,deepseek-v4-flash,21239,32157,0.051792,1,3.8,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,PANEL-01,PANEL-01,deepseek-v4-flash,25846,17957,0.026078,2,2.1,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,81.71,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,PANEL-01,PANEL-01,deepseek-v4-flash,26030,15357,0.022727,3,2.1,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,81.14,no,-,PASA 4/4 (verde: C1;C2;C3;C4 / rojo: -). C5 lo da el PO
2026-08-28,SRCH-01,SRCH-01,deepseek-v4-flash,32763,46802,0.076194,1,5.3,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,SRCH-01,SRCH-01,deepseek-v4-flash,42043,32460,0.047441,2,4.1,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,77.63,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,SRCH-01,SRCH-01,deepseek-v4-flash,41670,20644,0.031626,3,2.6,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,78.64,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,MSG-01,MSG-01,deepseek-v4-flash,19319,44788,0.067621,1,5.4,app/src/screens/messages/Messages.module.css;app/src/screens/messages/Messages.tsx;app/src/screens/messages/ThreadList.module.css;app/src/screens/messages/ThreadList.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,MSG-01,MSG-01,deepseek-v4-flash,25134,41648,0.057855,2,4.7,app/src/screens/messages/Messages.module.css;app/src/screens/messages/Messages.tsx;app/src/screens/messages/ThreadList.module.css;app/src/screens/messages/ThreadList.tsx,76.39,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,MSG-01,MSG-01,deepseek-v4-flash,25962,21832,0.032062,3,2.8,app/src/screens/messages/Messages.module.css;app/src/screens/messages/Messages.tsx;app/src/screens/messages/ThreadList.module.css;app/src/screens/messages/ThreadList.tsx,73.95,si,-,ESCALADO 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,PANEL-01,PANEL-01,deepseek-v4-flash,21239,52003,0.068992,1,5.9,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,99.44,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,PANEL-01,PANEL-01,deepseek-v4-flash,25996,19899,0.028708,2,2.3,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,81.24,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-28,PANEL-01,PANEL-01,deepseek-v4-flash,26111,53016,0.072473,3,6.4,app/src/screens/panel/Panel.module.css;app/src/screens/panel/Panel.tsx,80.89,no,-,PASA 4/4 (verde: C1;C2;C3;C4 / rojo: -). C5 lo da el PO
2026-08-28,SRCH-01,SRCH-01,deepseek-v4-flash,32763,14370,0.019479,1,1.6,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,99.62,no,-,FALLA 0/4 (verde: - / rojo: C1;C2;C3;C4). C5 lo da el PO
2026-08-28,SRCH-01,SRCH-01,deepseek-v4-flash,44009,36876,0.054081,2,4.4,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,74.46,no,-,FALLA 1/4 (verde: C3 / rojo: C1;C2;C4). C5 lo da el PO
2026-08-28,SRCH-01,SRCH-01,deepseek-v4-flash,43671,28623,0.043038,3,3.5,app/src/screens/search/FilterChips.module.css;app/src/screens/search/FilterChips.tsx;app/src/screens/search/ResultsTable.module.css;app/src/screens/search/ResultsTable.tsx;app/src/screens/search/SearchResults.module.css;app/src/screens/search/SearchResults.tsx,75.03,si,-,ESCALADO 1/4 (verde: C3 / rojo: C1;C2;C4). C5 lo da el PO
2026-08-29,VND-01,VND-01,deepseek-v4-flash,27574,46679,0.073749,1,5.0,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,0.00,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-29,VND-01,VND-01,deepseek-v4-flash,31772,33733,0.046784,2,4.6,app/src/screens/selling/SentOffers.module.css;app/src/screens/selling/SentOffers.tsx;app/src/screens/selling/SentOffersTable.module.css;app/src/screens/selling/SentOffersTable.tsx,86.62,no,-,FALLA 2/4 (verde: C3;C4 / rojo: C1;C2). C5 lo da el PO
2026-08-29,VND-01,VND-01,deepseek-v4-flash,31728,19900,0.028505,3,2.2,-,86.74,si,C0,ESCALADO 0/1 (verde: - / rojo: - / INEJECUTABLE: C0). C5 lo da el PO
